Scene_ID,Chapitre,Description,Prompt_Whisk,Prompt_Flow,Prompt_Midjourney
S01,Ascension,"Scène historique — Rifian village assembly in the mountains","Cinematic historical portrait/scene, Rifian village assembly in the mountains, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Rifian village assembly in the mountains. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Rifian village assembly in the mountains, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S02,Guerre,"Scène historique — daily life in the Rif before the war","Cinematic historical portrait/scene, daily life in the Rif before the war, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","daily life in the Rif before the war. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","daily life in the Rif before the war, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S03,Contre-offensive,"Scène historique — Rifian guerrilla fighters moving through rocky terrain","Cinematic historical portrait/scene, Rifian guerrilla fighters moving through rocky terrain, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Rifian guerrilla fighters moving through rocky terrain. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Rifian guerrilla fighters moving through rocky terrain, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S04,Chute,"Scène historique — Battle of Anoual 1921, chaos and smoke","Cinematic historical portrait/scene, Battle of Anoual 1921, chaos and smoke, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Battle of Anoual 1921, chaos and smoke. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Battle of Anoual 1921, chaos and smoke, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S05,Oubli,"Scène historique — Spanish colonial troops with artillery and biplanes","Cinematic historical portrait/scene, Spanish colonial troops with artillery and biplanes, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Spanish colonial troops with artillery and biplanes. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Spanish colonial troops with artillery and biplanes, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S06,Héritage,"Scène historique — fortified blockhouse under attack","Cinematic historical portrait/scene, fortified blockhouse under attack, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","fortified blockhouse under attack. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","fortified blockhouse under attack, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S07,Hook,"Scène historique — proclamation of the Republic of the Rif","Cinematic historical portrait/scene, proclamation of the Republic of the Rif, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","proclamation of the Republic of the Rif. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","proclamation of the Republic of the Rif, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S08,Contexte,"Scène historique — village under aerial bombardment, aftermath","Cinematic historical portrait/scene, village under aerial bombardment, aftermath, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","village under aerial bombardment, aftermath. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","village under aerial bombardment, aftermath, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S09,Ascension,"Scène historique — capture of war material after Anoual","Cinematic historical portrait/scene, capture of war material after Anoual, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","capture of war material after Anoual. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","capture of war material after Anoual, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S10,Guerre,"Scène historique — surrender and convoy into exile","Cinematic historical portrait/scene, surrender and convoy into exile, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","surrender and convoy into exile. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","surrender and convoy into exile, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C01,Contexte,"Carte — map of the Rif region in northern Morocco","Antique-style historical map, map of the Rif region in northern Morocco, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of the Rif region in northern Morocco. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of the Rif region in northern Morocco, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C02,Ascension,"Carte — map of the Republic of the Rif and tribal confederation","Antique-style historical map, map of the Republic of the Rif and tribal confederation, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of the Republic of the Rif and tribal confederation. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of the Republic of the Rif and tribal confederation, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C03,Guerre,"Carte — map of Spanish and French protectorate zones in Morocco","Antique-style historical map, map of Spanish and French protectorate zones in Morocco, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of Spanish and French protectorate zones in Morocco. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of Spanish and French protectorate zones in Morocco, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C04,Contre-offensive,"Carte — battle map of Anoual 1921","Antique-style historical map, battle map of Anoual 1921, parchment texture, labeled, muted tones, documentary infographic, 16:9","battle map of Anoual 1921. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","battle map of Anoual 1921, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C05,Chute,"Carte — map of the 1925 Franco-Spanish offensive","Antique-style historical map, map of the 1925 Franco-Spanish offensive, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of the 1925 Franco-Spanish offensive. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of the 1925 Franco-Spanish offensive, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E01,Chute,"Image émotionnelle — tearful close-up, grief of a people","Cinematic historical portrait/scene, tearful close-up, grief of a people, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","tearful close-up, grief of a people. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","tearful close-up, grief of a people, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E02,Guerre,"Image émotionnelle — child amid mountain ruins, fear","Cinematic historical portrait/scene, child amid mountain ruins, fear, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","child amid mountain ruins, fear. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","child amid mountain ruins, fear, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E03,Chute,"Image émotionnelle — abandoned rifle on rocky ground, fallen republic","Cinematic historical portrait/scene, abandoned rifle on rocky ground, fallen republic, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","abandoned rifle on rocky ground, fallen republic. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","abandoned rifle on rocky ground, fallen republic, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E04,Oubli,"Image émotionnelle — gas mask and barren land, hidden crime","Cinematic historical portrait/scene, gas mask and barren land, hidden crime, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","gas mask and barren land, hidden crime. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","gas mask and barren land, hidden crime, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E05,Héritage,"Image émotionnelle — candle / memory, remembrance and legacy","Cinematic historical portrait/scene, candle / memory, remembrance and legacy, Rif, early 20th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","candle / memory, remembrance and legacy. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","candle / memory, remembrance and legacy, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
