Scene_ID,Chapitre,Description,Prompt_Whisk,Prompt_Flow,Prompt_Midjourney
S01,Ascension,"Scène historique — royal court of Empire Ashanti, ceremony","Cinematic historical portrait/scene, royal court of Empire Ashanti, ceremony, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","royal court of Empire Ashanti, ceremony. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","royal court of Empire Ashanti, ceremony, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S02,Guerre,"Scène historique — the Golden Stool revered by the Ashanti","Cinematic historical portrait/scene, the Golden Stool revered by the Ashanti, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","the Golden Stool revered by the Ashanti. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","the Golden Stool revered by the Ashanti, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S03,Contre-offensive,"Scène historique — Ashanti warriors marching to war","Cinematic historical portrait/scene, Ashanti warriors marching to war, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Ashanti warriors marching to war. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Ashanti warriors marching to war, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S04,Chute,"Scène historique — siege of the Kumasi fort, chaos and smoke","Cinematic historical portrait/scene, siege of the Kumasi fort, chaos and smoke, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","siege of the Kumasi fort, chaos and smoke. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","siege of the Kumasi fort, chaos and smoke, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S05,Oubli,"Scène historique — British colonial troops with artillery","Cinematic historical portrait/scene, British colonial troops with artillery, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","British colonial troops with artillery. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","British colonial troops with artillery, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S06,Héritage,"Scène historique — fortified position under attack","Cinematic historical portrait/scene, fortified position under attack, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","fortified position under attack. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","fortified position under attack, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S07,Hook,"Scène historique — tense meeting demanding the Golden Stool","Cinematic historical portrait/scene, tense meeting demanding the Golden Stool, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","tense meeting demanding the Golden Stool. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","tense meeting demanding the Golden Stool, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S08,Contexte,"Scène historique — village burning, aftermath of an assault","Cinematic historical portrait/scene, village burning, aftermath of an assault, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","village burning, aftermath of an assault. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","village burning, aftermath of an assault, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S09,Ascension,"Scène historique — capture or surrender scene, solemn","Cinematic historical portrait/scene, capture or surrender scene, solemn, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","capture or surrender scene, solemn. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","capture or surrender scene, solemn, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S10,Guerre,"Scène historique — deportation by ship to the Seychelles","Cinematic historical portrait/scene, deportation by ship to the Seychelles, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","deportation by ship to the Seychelles. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","deportation by ship to the Seychelles, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C01,Contexte,"Carte — map of Empire Ashanti at its height","Antique-style historical map, map of Empire Ashanti at its height, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of Empire Ashanti at its height. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of Empire Ashanti at its height, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C02,Ascension,"Carte — map of the 1900 uprising and battle sites","Antique-style historical map, map of the 1900 uprising and battle sites, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of the 1900 uprising and battle sites. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of the 1900 uprising and battle sites, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C03,Guerre,"Carte — map of British Gold Coast expansion","Antique-style historical map, map of British Gold Coast expansion, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of British Gold Coast expansion. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of British Gold Coast expansion, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C04,Contre-offensive,"Carte — map of the siege of Kumasi","Antique-style historical map, map of the siege of Kumasi, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of the siege of Kumasi. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of the siege of Kumasi, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C05,Chute,"Carte — exile route to the Seychelles","Antique-style historical map, exile route to the Seychelles, parchment texture, labeled, muted tones, documentary infographic, 16:9","exile route to the Seychelles. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","exile route to the Seychelles, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E01,Chute,"Image émotionnelle — tearful close-up, grief of a people","Cinematic historical portrait/scene, tearful close-up, grief of a people, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","tearful close-up, grief of a people. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","tearful close-up, grief of a people, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E02,Guerre,"Image émotionnelle — child watching the war from afar, fear","Cinematic historical portrait/scene, child watching the war from afar, fear, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","child watching the war from afar, fear. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","child watching the war from afar, fear, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E03,Chute,"Image émotionnelle — the Golden Stool guarded, symbol of the soul","Cinematic historical portrait/scene, the Golden Stool guarded, symbol of the soul, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","the Golden Stool guarded, symbol of the soul. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","the Golden Stool guarded, symbol of the soul, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E04,Oubli,"Image émotionnelle — hands in chains, loss of freedom","Cinematic historical portrait/scene, hands in chains, loss of freedom, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","hands in chains, loss of freedom. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","hands in chains, loss of freedom, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E05,Héritage,"Image émotionnelle — candle / memory, remembrance and legacy","Cinematic historical portrait/scene, candle / memory, remembrance and legacy, Empire Ashanti, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","candle / memory, remembrance and legacy. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","candle / memory, remembrance and legacy, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
