Scene_ID,Chapitre,Description,Prompt_Whisk,Prompt_Flow,Prompt_Midjourney
S01,Ascension,"Scène historique — court of [REGION], ceremony","Cinematic historical portrait/scene, court of [REGION] ceremony, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","court of [REGION] ceremony. Style: epic historical documentary, volumetric light, muted earthy palette, 16:9","court of [REGION] ceremony, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S02,Guerre,"Scène historique — daily life before the conflict","Cinematic historical portrait/scene, daily life before the conflict, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","daily life before the conflict. Style: epic historical documentary, volumetric light, muted earthy palette, 16:9","daily life before the conflict, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S03,Contre-offensive,"Scène historique — army on the march","Cinematic historical portrait/scene, army on the march, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","army on the march. Style: epic historical documentary, volumetric light, muted earthy palette, 16:9","army on the march, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S04,Chute,"Scène historique — major battle, chaos and smoke","Cinematic historical portrait/scene, major battle chaos and smoke, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","major battle, chaos and smoke. Style: epic historical documentary, volumetric light, muted earthy palette, 16:9","major battle chaos and smoke, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S05,Oubli,"Scène historique — adversary forces advancing","Cinematic historical portrait/scene, adversary forces advancing, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","adversary forces advancing. Style: epic historical documentary, volumetric light, muted earthy palette, 16:9","adversary forces advancing, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S06,Héritage,"Scène historique — fortified position under attack","Cinematic historical portrait/scene, fortified position under attack, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","fortified position under attack. Style: epic historical documentary, volumetric light, muted earthy palette, 16:9","fortified position under attack, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S07,Hook,"Scène historique — tense diplomatic meeting","Cinematic historical portrait/scene, tense diplomatic meeting, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","tense diplomatic meeting. Style: epic historical documentary, volumetric light, muted earthy palette, 16:9","tense diplomatic meeting, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S08,Contexte,"Scène historique — village aftermath of an assault","Cinematic historical portrait/scene, village aftermath of an assault, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","village aftermath of an assault. Style: epic historical documentary, volumetric light, muted earthy palette, 16:9","village aftermath of an assault, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S09,Ascension,"Scène historique — solemn turning-point scene","Cinematic historical portrait/scene, solemn turning-point scene, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","solemn turning-point scene. Style: epic historical documentary, volumetric light, muted earthy palette, 16:9","solemn turning-point scene, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S10,Guerre,"Scène historique — aftermath / exile or return","Cinematic historical portrait/scene, aftermath exile or return, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","aftermath / exile or return. Style: epic historical documentary, volumetric light, muted earthy palette, 16:9","aftermath exile or return, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
C01,Contexte,"Carte — map of [REGION] at its height","Antique-style historical map, map of [REGION] at its height, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of [REGION] at its height. Style: epic historical documentary, muted earthy palette, 16:9","map of [REGION] at its height, antique map style, historical documentary, cinematic lighting, ultra detailed --ar 16:9 --style raw"
C02,Ascension,"Carte — campaign routes and key sites","Antique-style historical map, campaign routes and key sites, parchment texture, labeled, muted tones, documentary infographic, 16:9","campaign routes and key sites. Style: epic historical documentary, muted earthy palette, 16:9","campaign routes and key sites, antique map style, historical documentary, cinematic lighting, ultra detailed --ar 16:9 --style raw"
C03,Guerre,"Carte — adversary expansion pressing the borders","Antique-style historical map, adversary expansion pressing the borders, parchment texture, labeled, muted tones, documentary infographic, 16:9","adversary expansion pressing the borders. Style: epic historical documentary, muted earthy palette, 16:9","adversary expansion pressing the borders, antique map style, historical documentary, cinematic lighting, ultra detailed --ar 16:9 --style raw"
C04,Contre-offensive,"Carte — decisive battle site","Antique-style historical map, decisive battle site, parchment texture, labeled, muted tones, documentary infographic, 16:9","decisive battle site. Style: epic historical documentary, muted earthy palette, 16:9","decisive battle site, antique map style, historical documentary, cinematic lighting, ultra detailed --ar 16:9 --style raw"
C05,Chute,"Carte — final outcome / territory change","Antique-style historical map, final outcome territory change, parchment texture, labeled, muted tones, documentary infographic, 16:9","final outcome / territory change. Style: epic historical documentary, muted earthy palette, 16:9","final outcome territory change, antique map style, historical documentary, cinematic lighting, ultra detailed --ar 16:9 --style raw"
E01,Chute,"Image émotionnelle — tearful close-up, grief","Cinematic historical portrait/scene, tearful close-up grief, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","tearful close-up, grief. Style: epic historical documentary, muted earthy palette, 16:9","tearful close-up grief, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
E02,Guerre,"Image émotionnelle — child amid the turmoil, fear","Cinematic historical portrait/scene, child amid the turmoil fear, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","child amid the turmoil, fear. Style: epic historical documentary, muted earthy palette, 16:9","child amid the turmoil fear, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
E03,Chute,"Image émotionnelle — broken symbol of power","Cinematic historical portrait/scene, broken symbol of power, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","broken symbol of power. Style: epic historical documentary, muted earthy palette, 16:9","broken symbol of power, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
E04,Oubli,"Image émotionnelle — chains / loss of freedom","Cinematic historical portrait/scene, chains loss of freedom, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","chains / loss of freedom. Style: epic historical documentary, muted earthy palette, 16:9","chains loss of freedom, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
E05,Héritage,"Image émotionnelle — flame of remembrance, legacy","Cinematic historical portrait/scene, flame of remembrance legacy, [REGION], documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","flame of remembrance, legacy. Style: epic historical documentary, muted earthy palette, 16:9","flame of remembrance legacy, historical documentary, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
