Scene_ID,Chapitre,Description,Prompt_Whisk,Prompt_Flow,Prompt_Midjourney
S01,Ascension,"Scène historique — imperial court of Empire d'Éthiopie, ceremony","Cinematic historical portrait/scene, imperial court of Empire d'Éthiopie, ceremony, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","imperial court of Empire d'Éthiopie, ceremony. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","imperial court of Empire d'Éthiopie, ceremony, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S02,Guerre,"Scène historique — daily life in highland Ethiopia before the war","Cinematic historical portrait/scene, daily life in highland Ethiopia before the war, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","daily life in highland Ethiopia before the war. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","daily life in highland Ethiopia before the war, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S03,Contre-offensive,"Scène historique — Ethiopian army massing before Adwa","Cinematic historical portrait/scene, Ethiopian army massing before Adwa, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Ethiopian army massing before Adwa. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Ethiopian army massing before Adwa, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S04,Chute,"Scène historique — Battle of Adwa 1896, chaos and smoke","Cinematic historical portrait/scene, Battle of Adwa 1896, chaos and smoke, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Battle of Adwa 1896, chaos and smoke. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Battle of Adwa 1896, chaos and smoke, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S05,Oubli,"Scène historique — Italian colonial troops with artillery","Cinematic historical portrait/scene, Italian colonial troops with artillery, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Italian colonial troops with artillery. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Italian colonial troops with artillery, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S06,Héritage,"Scène historique — victory celebration after Adwa","Cinematic historical portrait/scene, victory celebration after Adwa, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","victory celebration after Adwa. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","victory celebration after Adwa, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S07,Hook,"Scène historique — signing of the Treaty of Wuchale, tense","Cinematic historical portrait/scene, signing of the Treaty of Wuchale, tense, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","signing of the Treaty of Wuchale, tense. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","signing of the Treaty of Wuchale, tense, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S08,Contexte,"Scène historique — European powers carving Africa, map room","Cinematic historical portrait/scene, European powers carving Africa, map room, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","European powers carving Africa, map room. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","European powers carving Africa, map room, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S09,Ascension,"Scène historique — Ethiopian soldiers with modern rifles","Cinematic historical portrait/scene, Ethiopian soldiers with modern rifles, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Ethiopian soldiers with modern rifles. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Ethiopian soldiers with modern rifles, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S10,Guerre,"Scène historique — captured Italian prisoners after Adwa","Cinematic historical portrait/scene, captured Italian prisoners after Adwa, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","captured Italian prisoners after Adwa. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","captured Italian prisoners after Adwa, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C01,Contexte,"Carte — map of Empire d'Éthiopie at its height","Antique-style historical map, map of Empire d'Éthiopie at its height, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of Empire d'Éthiopie at its height. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of Empire d'Éthiopie at its height, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C02,Ascension,"Carte — map of the march of armies toward Adwa","Antique-style historical map, map of the march of armies toward Adwa, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of the march of armies toward Adwa. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of the march of armies toward Adwa, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C03,Guerre,"Carte — map of Italian Eritrea and the contested border","Antique-style historical map, map of Italian Eritrea and the contested border, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of Italian Eritrea and the contested border. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of Italian Eritrea and the contested border, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C04,Contre-offensive,"Carte — battle map of Adwa, 1 March 1896","Antique-style historical map, battle map of Adwa 1 March 1896, parchment texture, labeled, muted tones, documentary infographic, 16:9","battle map of Adwa, 1 March 1896. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","battle map of Adwa 1 March 1896, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C05,Chute,"Carte — map of independent Ethiopia after the 1896 treaty","Antique-style historical map, map of independent Ethiopia after the 1896 treaty, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of independent Ethiopia after the 1896 treaty. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of independent Ethiopia after the 1896 treaty, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E01,Chute,"Image émotionnelle — tearful close-up, grief and relief","Cinematic historical portrait/scene, tearful close-up, grief and relief, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","tearful close-up, grief and relief. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","tearful close-up, grief and relief, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E02,Guerre,"Image émotionnelle — child watching the army pass, awe","Cinematic historical portrait/scene, child watching the army pass, awe, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","child watching the army pass, awe. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","child watching the army pass, awe, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E03,Chute,"Image émotionnelle — raised crown, symbol of a victorious empire","Cinematic historical portrait/scene, raised crown, symbol of a victorious empire, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","raised crown, symbol of a victorious empire. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","raised crown, symbol of a victorious empire, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E04,Oubli,"Image émotionnelle — empty history book page, erasure","Cinematic historical portrait/scene, empty history book page, erasure, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","empty history book page, erasure. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","empty history book page, erasure, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E05,Héritage,"Image émotionnelle — flame of remembrance, pan-African legacy","Cinematic historical portrait/scene, flame of remembrance, pan-African legacy, Empire d'Éthiopie, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","flame of remembrance, pan-African legacy. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","flame of remembrance, pan-African legacy, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
