Scene_ID,Chapitre,Description,Prompt_Whisk,Prompt_Flow,Prompt_Midjourney
S07,Hook,"Scène historique — negotiation or tense diplomatic meeting","Cinematic historical portrait/scene, negotiation or tense diplomatic meeting, Royaume du Dahomey, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","negotiation or tense diplomatic meeting. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","negotiation or tense diplomatic meeting, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S08,Contexte,"Scène historique — village burning, aftermath of an assault","Cinematic historical portrait/scene, village burning, aftermath of an assault, Royaume du Dahomey, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","village burning, aftermath of an assault. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","village burning, aftermath of an assault, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S09,Ascension,"Scène historique — capture or surrender scene, solemn","Cinematic historical portrait/scene, capture or surrender scene, solemn, Royaume du Dahomey, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","capture or surrender scene, solemn. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","capture or surrender scene, solemn, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
S10,Guerre,"Scène historique — exile / deportation by ship or convoy","Cinematic historical portrait/scene, exile / deportation by ship or convoy, Royaume du Dahomey, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","exile / deportation by ship or convoy. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","exile / deportation by ship or convoy, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C01,Contexte,"Carte — map of Royaume du Dahomey showing the kingdom at its height","Antique-style historical map, map of Royaume du Dahomey showing the kingdom at its height, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of Royaume du Dahomey showing the kingdom at its height. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of Royaume du Dahomey showing the kingdom at its height, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C02,Ascension,"Carte — map of military campaign routes and battles","Antique-style historical map, map of military campaign routes and battles, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of military campaign routes and battles. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of military campaign routes and battles, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C03,Guerre,"Carte — map of colonial expansion pressing the borders","Antique-style historical map, map of colonial expansion pressing the borders, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of colonial expansion pressing the borders. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of colonial expansion pressing the borders, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C04,Contre-offensive,"Carte — map locating the decisive battle site","Antique-style historical map, map locating the decisive battle site, parchment texture, labeled, muted tones, documentary infographic, 16:9","map locating the decisive battle site. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map locating the decisive battle site, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
C05,Chute,"Carte — map of exile route / final territory loss","Antique-style historical map, map of exile route / final territory loss, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of exile route / final territory loss. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of exile route / final territory loss, antique map style, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E01,Chute,"Image émotionnelle — tearful close-up, grief of a people","Cinematic historical portrait/scene, tearful close-up, grief of a people, Royaume du Dahomey, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","tearful close-up, grief of a people. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","tearful close-up, grief of a people, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E02,Guerre,"Image émotionnelle — child watching the war from afar, fear","Cinematic historical portrait/scene, child watching the war from afar, fear, Royaume du Dahomey, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","child watching the war from afar, fear. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","child watching the war from afar, fear, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E03,Chute,"Image émotionnelle — broken crown / symbol of a fallen kingdom","Cinematic historical portrait/scene, broken crown / symbol of a fallen kingdom, Royaume du Dahomey, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","broken crown / symbol of a fallen kingdom. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","broken crown / symbol of a fallen kingdom, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E04,Oubli,"Image émotionnelle — hands in chains, loss of freedom","Cinematic historical portrait/scene, hands in chains, loss of freedom, Royaume du Dahomey, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","hands in chains, loss of freedom. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","hands in chains, loss of freedom, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
E05,Héritage,"Image émotionnelle — candle / memory, remembrance and legacy","Cinematic historical portrait/scene, candle / memory, remembrance and legacy, Royaume du Dahomey, 19th-century documentary realism, dramatic lighting, high detail, photorealistic, --ar 16:9","candle / memory, remembrance and legacy. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","candle / memory, remembrance and legacy, historical documentary, cinematic lighting, ultra detailed, 35mm film, dramatic mood --ar 16:9 --style raw"
